Time measured,Instantan lufttemperatur i 2m høyde  (TT),Vindhastighet i 2m 60 min middel (FM2),Globalstråling (Q0)
2019-07-25 03:00:00+02,15.3,0.1,0.0
2019-07-25 04:00:00+02,14.9,0.1,1.6
2019-07-25 05:00:00+02,14.8,0.1,27.7
2019-07-25 06:00:00+02,15.7,0.1,61.3
2019-07-25 07:00:00+02,17.6,0.2,178.4
2019-07-25 08:00:00+02,19.8,0.4,323.6
2019-07-25 09:00:00+02,22.0,0.7,446.1
2019-07-25 10:00:00+02,24.3,0.7,550.2
2019-07-25 11:00:00+02,25.0,0.8,632.0
2019-07-25 12:00:00+02,26.8,0.9,694.7
2019-07-25 13:00:00+02,26.3,1.6,729.1
2019-07-25 14:00:00+02,27.2,1.3,710.1
2019-07-25 15:00:00+02,27.1,1.6,649.6
2019-07-25 16:00:00+02,26.5,2.3,589.5
2019-07-25 17:00:00+02,25.7,1.5,474.8
2019-07-25 18:00:00+02,25.6,1.5,349.8
2019-07-25 19:00:00+02,23.9,1.7,246.6
2019-07-25 20:00:00+02,22.1,0.9,76.5
2019-07-25 21:00:00+02,19.7,0.0,18.6
2019-07-25 22:00:00+02,17.6,0.1,0.0
2019-07-25 23:00:00+02,16.6,0.1,0.0
2019-07-26 00:00:00+02,16.2,0.1,0.0
2019-07-26 01:00:00+02,15.8,0.1,0.0
2019-07-26 02:00:00+02,15.8,0.1,0.0
2019-07-26 03:00:00+02,15.4,0.1,0.0
2019-07-26 04:00:00+02,14.7,0.1,0.4
2019-07-26 05:00:00+02,15.2,0.0,25.4
2019-07-26 06:00:00+02,16.8,0.1,55.5
2019-07-26 07:00:00+02,18.8,0.3,133.1
2019-07-26 08:00:00+02,22.1,0.6,313.1
2019-07-26 09:00:00+02,24.2,0.7,413.1
2019-07-26 10:00:00+02,25.9,0.7,539.6
2019-07-26 11:00:00+02,27.2,0.9,658.7
2019-07-26 12:00:00+02,28.9,1.0,698.5
2019-07-26 13:00:00+02,29.4,1.0,722.2
2019-07-26 14:00:00+02,29.8,1.4,704.0
2019-07-26 15:00:00+02,29.9,1.5,638.0
2019-07-26 16:00:00+02,30.6,1.2,560.6
2019-07-26 17:00:00+02,30.1,1.1,469.8
2019-07-26 18:00:00+02,30.7,0.9,344.0
2019-07-26 19:00:00+02,29.5,0.3,207.3
2019-07-26 20:00:00+02,26.6,0.3,49.5
2019-07-26 21:00:00+02,22.6,0.1,11.6
2019-07-26 22:00:00+02,21.0,0.2,0.0
2019-07-26 23:00:00+02,20.3,0.1,0.0
2019-07-27 00:00:00+02,19.9,0.1,0.0
2019-07-27 01:00:00+02,19.8,0.0,0.0
2019-07-27 02:00:00+02,18.4,0.1,0.0
2019-07-27 03:00:00+02,17.7,0.1,0.0
2019-07-27 04:00:00+02,18.1,0.2,0.5
2019-07-27 05:00:00+02,19.4,0.2,24.8
2019-07-27 06:00:00+02,20.1,0.3,54.2
2019-07-27 07:00:00+02,23.0,0.4,178.5
2019-07-27 08:00:00+02,24.6,0.6,336.1
2019-07-27 09:00:00+02,25.1,0.9,480.1
2019-07-27 10:00:00+02,25.8,1.4,592.5
2019-07-27 11:00:00+02,26.5,1.6,663.4
2019-07-27 12:00:00+02,27.3,1.0,654.1
2019-07-27 13:00:00+02,27.6,0.9,619.3
2019-07-27 14:00:00+02,28.6,1.0,693.7
2019-07-27 15:00:00+02,28.6,0.9,627.6
2019-07-27 16:00:00+02,29.2,1.1,553.5
2019-07-27 17:00:00+02,29.2,0.9,457.9
2019-07-27 18:00:00+02,28.1,1.1,340.8
2019-07-27 19:00:00+02,28.0,0.9,217.9
2019-07-27 20:00:00+02,26.0,0.8,45.7
2019-07-27 21:00:00+02,21.8,0.1,7.6
2019-07-27 22:00:00+02,20.9,0.2,0.0
2019-07-27 23:00:00+02,21.8,0.5,0.0
2019-07-28 00:00:00+02,21.6,0.8,0.0
2019-07-28 01:00:00+02,20.2,0.8,0.0
2019-07-28 02:00:00+02,19.8,0.9,0.0
2019-07-28 03:00:00+02,18.9,0.8,0.0
2019-07-28 04:00:00+02,18.8,0.5,0.0
2019-07-28 05:00:00+02,19.6,1.1,19.8
2019-07-28 06:00:00+02,20.6,1.2,44.3
2019-07-28 07:00:00+02,22.8,1.2,155.2
2019-07-28 08:00:00+02,24.7,1.4,340.3
2019-07-28 09:00:00+02,26.0,1.5,470.0
2019-07-28 10:00:00+02,27.3,1.9,575.0
2019-07-28 11:00:00+02,28.6,2.0,654.5
2019-07-28 12:00:00+02,29.0,1.6,676.7
2019-07-28 13:00:00+02,29.7,2.2,655.2
2019-07-28 14:00:00+02,29.6,2.7,688.4
2019-07-28 15:00:00+02,30.3,1.3,421.9
2019-07-28 16:00:00+02,30.5,1.2,482.1
2019-07-28 17:00:00+02,24.0,1.9,297.0
2019-07-28 18:00:00+02,23.0,2.3,184.4
2019-07-28 19:00:00+02,23.6,0.7,112.7
2019-07-28 20:00:00+02,22.7,0.6,41.1
2019-07-28 21:00:00+02,22.1,0.9,8.3
2019-07-28 22:00:00+02,22.0,1.1,0.0
2019-07-28 23:00:00+02,21.5,0.9,0.0
2019-07-29 00:00:00+02,21.0,0.7,0.0
2019-07-29 01:00:00+02,21.3,0.7,0.0
2019-07-29 02:00:00+02,20.0,0.3,0.0
2019-07-29 03:00:00+02,19.3,0.1,0.0
2019-07-29 04:00:00+02,18.2,0.1,0.0
2019-07-29 05:00:00+02,19.4,0.3,12.4
2019-07-29 06:00:00+02,20.8,0.8,54.7
2019-07-29 07:00:00+02,22.0,0.7,156.9
2019-07-29 08:00:00+02,23.9,0.8,312.6
2019-07-29 09:00:00+02,25.1,1.1,447.2
2019-07-29 10:00:00+02,25.4,1.1,296.7
2019-07-29 11:00:00+02,28.0,0.6,483.7
2019-07-29 12:00:00+02,29.1,0.6,563.0
2019-07-29 13:00:00+02,27.7,0.7,551.0
2019-07-29 14:00:00+02,29.1,1.4,658.6
2019-07-29 15:00:00+02,28.5,1.2,624.7
2019-07-29 16:00:00+02,28.8,1.4,476.3
2019-07-29 17:00:00+02,28.7,1.4,459.0
2019-07-29 18:00:00+02,27.6,1.0,220.3
2019-07-29 19:00:00+02,26.6,0.6,165.3
2019-07-29 20:00:00+02,24.7,0.3,47.6
2019-07-29 21:00:00+02,22.3,0.1,11.3
2019-07-29 22:00:00+02,20.6,0.2,0.0
2019-07-29 23:00:00+02,20.3,0.1,0.0
2019-07-30 00:00:00+02,20.0,0.0,0.0
2019-07-30 01:00:00+02,19.8,0.0,0.0
2019-07-30 02:00:00+02,20.2,0.4,0.0
2019-07-30 03:00:00+02,19.4,0.0,0.0
2019-07-30 04:00:00+02,19.1,0.0,0.0
2019-07-30 05:00:00+02,20.6,0.5,5.4
2019-07-30 06:00:00+02,16.4,1.6,10.3
2019-07-30 07:00:00+02,13.6,1.9,14.6
2019-07-30 08:00:00+02,13.3,1.5,28.9
2019-07-30 09:00:00+02,12.7,1.6,41.0
2019-07-30 10:00:00+02,13.1,1.8,92.3
2019-07-30 11:00:00+02,12.9,2.2,134.0
2019-07-30 12:00:00+02,13.2,2.0,188.5
2019-07-30 13:00:00+02,14.5,1.7,245.5
2019-07-30 14:00:00+02,15.5,1.9,332.5
2019-07-30 15:00:00+02,14.8,2.1,342.2
2019-07-30 16:00:00+02,14.8,1.8,260.3
2019-07-30 17:00:00+02,14.3,1.4,113.6
2019-07-30 18:00:00+02,14.7,1.3,128.8
2019-07-30 19:00:00+02,13.9,1.0,98.0
2019-07-30 20:00:00+02,13.4,1.1,23.2
2019-07-30 21:00:00+02,12.8,0.8,5.1
2019-07-30 22:00:00+02,12.7,1.1,0.0
2019-07-30 23:00:00+02,12.7,1.3,0.0
2019-07-31 00:00:00+02,12.7,1.1,0.0
2019-07-31 01:00:00+02,12.9,1.1,0.0
2019-07-31 02:00:00+02,12.9,0.8,0.0
2019-07-31 03:00:00+02,12.7,0.7,0.0
2019-07-31 04:00:00+02,12.5,0.7,0.0
2019-07-31 05:00:00+02,12.4,0.5,5.0
2019-07-31 06:00:00+02,12.6,0.7,37.8
2019-07-31 07:00:00+02,13.0,1.0,92.8
2019-07-31 08:00:00+02,13.6,1.5,189.5
2019-07-31 09:00:00+02,14.6,1.6,316.6
2019-07-31 10:00:00+02,15.0,1.3,365.9
2019-07-31 11:00:00+02,14.9,1.0,279.8
2019-07-31 12:00:00+02,15.4,0.8,215.7
2019-07-31 13:00:00+02,16.0,0.9,209.6
2019-07-31 14:00:00+02,16.5,0.9,245.5
2019-07-31 15:00:00+02,17.8,0.7,262.6
2019-07-31 16:00:00+02,17.4,0.2,164.1
2019-07-31 17:00:00+02,16.6,0.6,136.2
2019-07-31 18:00:00+02,16.0,1.1,61.4
2019-07-31 19:00:00+02,16.0,0.7,40.8
2019-07-31 20:00:00+02,15.5,0.6,18.7
2019-07-31 21:00:00+02,15.1,0.4,4.4
2019-07-31 22:00:00+02,14.8,0.4,0.0
2019-07-31 23:00:00+02,14.4,0.3,0.0
2019-08-01 00:00:00+02,14.4,0.4,0.0
2019-08-01 01:00:00+02,14.4,0.9,0.0
2019-08-01 02:00:00+02,14.3,1.2,0.0
2019-08-01 03:00:00+02,14.1,0.8,0.0
2019-08-01 04:00:00+02,13.9,0.2,0.6
2019-08-01 05:00:00+02,14.1,0.3,24.2
2019-08-01 06:00:00+02,14.5,0.4,42.3
2019-08-01 07:00:00+02,15.6,0.4,121.3
2019-08-01 08:00:00+02,16.7,0.5,191.8
2019-08-01 09:00:00+02,18.6,0.7,411.3
2019-08-01 10:00:00+02,19.7,1.0,597.4
2019-08-01 11:00:00+02,20.4,1.2,681.1
2019-08-01 12:00:00+02,21.0,1.0,544.8
2019-08-01 13:00:00+02,20.9,1.1,574.8
2019-08-01 14:00:00+02,22.5,1.2,706.1
2019-08-01 15:00:00+02,23.0,1.3,665.9
2019-08-01 16:00:00+02,23.5,1.0,558.1
2019-08-01 17:00:00+02,23.0,1.5,463.9
2019-08-01 18:00:00+02,22.7,1.2,311.7
2019-08-01 19:00:00+02,20.0,1.0,103.2
2019-08-01 20:00:00+02,18.6,0.5,33.8
2019-08-01 21:00:00+02,16.4,0.5,5.6
2019-08-01 22:00:00+02,13.9,0.1,0.0
2019-08-01 23:00:00+02,12.8,0.2,0.0
2019-08-02 00:00:00+02,11.8,0.1,0.0
2019-08-02 01:00:00+02,11.3,0.2,0.0
2019-08-02 02:00:00+02,11.1,0.1,0.0
2019-08-02 03:00:00+02,11.1,0.2,0.0
2019-08-02 04:00:00+02,9.7,0.1,0.0
2019-08-02 05:00:00+02,11.1,0.2,12.1
2019-08-02 06:00:00+02,12.3,0.1,42.1
2019-08-02 07:00:00+02,15.0,0.3,92.2
2019-08-02 08:00:00+02,18.8,0.7,334.8
2019-08-02 09:00:00+02,21.2,0.7,460.4
2019-08-02 10:00:00+02,22.3,0.9,577.5
2019-08-02 11:00:00+02,23.6,1.1,664.4
2019-08-02 12:00:00+02,24.3,1.5,723.2
2019-08-02 13:00:00+02,25.3,1.3,746.0
2019-08-02 14:00:00+02,25.4,1.3,728.8
2019-08-02 15:00:00+02,24.6,2.0,663.3
2019-08-02 16:00:00+02,24.1,2.5,558.9
2019-08-02 17:00:00+02,23.8,2.4,463.0
2019-08-02 18:00:00+02,23.4,1.9,342.0
2019-08-02 19:00:00+02,21.9,1.8,188.4
2019-08-02 20:00:00+02,20.4,1.2,30.9
2019-08-02 21:00:00+02,17.3,0.4,4.6
2019-08-02 22:00:00+02,15.5,0.4,0.0
2019-08-02 23:00:00+02,13.3,0.2,0.0
2019-08-03 00:00:00+02,12.7,0.0,0.0
2019-08-03 01:00:00+02,12.5,0.0,0.0
2019-08-03 02:00:00+02,11.7,0.3,0.0
2019-08-03 03:00:00+02,11.8,0.2,0.0
2019-08-03 04:00:00+02,12.7,0.3,0.0
2019-08-03 05:00:00+02,13.5,0.3,10.4
2019-08-03 06:00:00+02,14.2,0.4,54.8
2019-08-03 07:00:00+02,14.9,0.6,117.3
2019-08-03 08:00:00+02,18.0,1.2,335.5
2019-08-03 09:00:00+02,19.7,1.1,453.0
2019-08-03 10:00:00+02,20.0,0.7,304.5
2019-08-03 11:00:00+02,23.0,0.6,590.9
2019-08-03 12:00:00+02,23.6,0.8,691.1
2019-08-03 13:00:00+02,22.3,0.8,480.6
2019-08-03 14:00:00+02,21.4,2.5,547.1
2019-08-03 15:00:00+02,20.7,3.5,545.7
2019-08-03 16:00:00+02,20.4,3.4,571.1
2019-08-03 17:00:00+02,19.4,3.5,454.2
2019-08-03 18:00:00+02,18.9,3.2,336.1
2019-08-03 19:00:00+02,18.5,2.0,148.0
2019-08-03 20:00:00+02,17.4,0.9,39.6
2019-08-03 21:00:00+02,15.9,0.5,5.5
2019-08-03 22:00:00+02,14.7,0.3,0.0
2019-08-03 23:00:00+02,16.0,0.4,0.0
2019-08-04 00:00:00+02,16.2,0.5,0.0
2019-08-04 01:00:00+02,16.7,0.6,0.0
2019-08-04 02:00:00+02,16.3,0.4,0.0
2019-08-04 03:00:00+02,16.1,0.4,0.0
2019-08-04 04:00:00+02,16.2,0.6,0.0
2019-08-04 05:00:00+02,15.6,0.6,10.9
2019-08-04 06:00:00+02,16.2,1.0,43.2
2019-08-04 07:00:00+02,17.6,0.9,100.7
2019-08-04 08:00:00+02,17.7,0.7,88.5
2019-08-04 09:00:00+02,17.6,0.5,111.4
2019-08-04 10:00:00+02,17.3,0.6,100.0
2019-08-04 11:00:00+02,17.1,0.6,116.6
2019-08-04 12:00:00+02,17.6,0.5,121.1
2019-08-04 13:00:00+02,17.9,0.4,99.2
2019-08-04 14:00:00+02,18.0,1.6,108.8
2019-08-04 15:00:00+02,18.2,1.6,155.6
2019-08-04 16:00:00+02,19.7,1.3,361.3
2019-08-04 17:00:00+02,18.4,1.0,295.1
2019-08-04 18:00:00+02,18.4,0.7,129.9
2019-08-04 19:00:00+02,17.6,0.8,86.0
2019-08-04 20:00:00+02,17.0,0.4,29.6
2019-08-04 21:00:00+02,16.5,0.3,3.4
2019-08-04 22:00:00+02,16.4,0.4,0.0
2019-08-04 23:00:00+02,16.5,0.2,0.0
2019-08-05 00:00:00+02,17.5,1.5,0.0
2019-08-05 01:00:00+02,17.3,2.2,0.0
2019-08-05 02:00:00+02,16.6,1.0,0.0
2019-08-05 03:00:00+02,16.4,0.7,0.0
2019-08-05 04:00:00+02,16.1,0.5,0.0
2019-08-05 05:00:00+02,15.8,0.5,2.3
2019-08-05 06:00:00+02,15.5,0.5,8.2
2019-08-05 07:00:00+02,15.4,0.5,21.3
2019-08-05 08:00:00+02,15.9,1.5,44.6
2019-08-05 09:00:00+02,16.3,1.8,65.9
2019-08-05 10:00:00+02,18.1,2.0,217.8
2019-08-05 11:00:00+02,18.3,2.4,485.9
2019-08-05 12:00:00+02,17.7,2.8,300.7
2019-08-05 13:00:00+02,17.7,2.7,287.2
2019-08-05 14:00:00+02,17.5,2.9,231.4
2019-08-05 15:00:00+02,17.4,2.3,200.6
2019-08-05 16:00:00+02,16.4,2.1,152.8
2019-08-05 17:00:00+02,16.8,0.7,100.9
2019-08-05 18:00:00+02,16.5,1.1,59.1
2019-08-05 19:00:00+02,16.3,1.2,53.9
2019-08-05 20:00:00+02,15.5,0.3,40.9
2019-08-05 21:00:00+02,14.9,0.1,4.0
2019-08-05 22:00:00+02,14.6,0.0,0.0
2019-08-05 23:00:00+02,14.8,0.2,0.0
2019-08-06 00:00:00+02,12.8,0.1,0.0
2019-08-06 01:00:00+02,12.2,0.1,0.0
2019-08-06 02:00:00+02,11.5,0.1,0.0
2019-08-06 03:00:00+02,11.8,0.1,0.0
2019-08-06 04:00:00+02,13.0,0.2,0.0
2019-08-06 05:00:00+02,13.6,0.2,3.5
2019-08-06 06:00:00+02,14.0,0.3,23.6
2019-08-06 07:00:00+02,14.3,0.4,41.9
2019-08-06 08:00:00+02,14.8,0.4,63.0
2019-08-06 09:00:00+02,15.3,0.4,85.7
2019-08-06 10:00:00+02,14.9,0.1,25.3
2019-08-06 11:00:00+02,15.5,0.3,106.4
2019-08-06 12:00:00+02,17.7,0.3,274.9
2019-08-06 13:00:00+02,17.3,0.1,158.6
2019-08-06 14:00:00+02,17.6,0.3,226.7
2019-08-06 15:00:00+02,18.6,0.3,274.5
2019-08-06 16:00:00+02,18.5,0.4,286.4
2019-08-06 17:00:00+02,18.3,0.6,159.6
2019-08-06 18:00:00+02,17.1,0.6,64.8
2019-08-06 19:00:00+02,17.0,0.6,48.4
2019-08-06 20:00:00+02,16.4,0.4,24.8
2019-08-06 21:00:00+02,15.0,0.0,2.4
2019-08-06 22:00:00+02,13.3,0.0,0.0
2019-08-06 23:00:00+02,14.9,0.5,0.0
2019-08-07 00:00:00+02,14.8,1.1,0.0
2019-08-07 01:00:00+02,14.4,0.6,0.0
2019-08-07 02:00:00+02,14.7,1.3,0.0
2019-08-07 03:00:00+02,13.6,0.7,0.0
2019-08-07 04:00:00+02,12.3,0.4,0.0
2019-08-07 05:00:00+02,13.2,0.6,8.7
2019-08-07 06:00:00+02,14.3,1.0,42.0
2019-08-07 07:00:00+02,15.8,1.2,77.1
2019-08-07 08:00:00+02,17.0,1.7,283.6
2019-08-07 09:00:00+02,18.3,2.4,432.3
2019-08-07 10:00:00+02,19.1,2.8,564.9
2019-08-07 11:00:00+02,20.0,3.4,634.2
2019-08-07 12:00:00+02,19.9,3.6,707.5
2019-08-07 13:00:00+02,20.0,4.5,649.1
2019-08-07 14:00:00+02,19.9,4.7,731.1
2019-08-07 15:00:00+02,19.4,4.3,671.4
2019-08-07 16:00:00+02,19.4,4.1,563.6
2019-08-07 17:00:00+02,18.8,3.5,458.3
2019-08-07 18:00:00+02,18.4,3.3,266.2
2019-08-07 19:00:00+02,17.2,2.8,139.5
2019-08-07 20:00:00+02,16.6,2.1,33.6
2019-08-07 21:00:00+02,15.3,1.3,2.3
2019-08-07 22:00:00+02,13.9,0.1,0.0
2019-08-07 23:00:00+02,13.1,0.0,0.0
2019-08-08 00:00:00+02,13.1,0.0,0.0
2019-08-08 01:00:00+02,13.5,0.0,0.0
2019-08-08 02:00:00+02,13.8,0.0,0.0
2019-08-08 03:00:00+02,12.8,0.0,0.0
2019-08-08 04:00:00+02,12.3,0.0,0.0
2019-08-08 05:00:00+02,12.8,0.0,7.1
2019-08-08 06:00:00+02,14.4,0.1,40.0
2019-08-08 07:00:00+02,14.7,0.2,58.0
2019-08-08 08:00:00+02,15.9,0.4,99.5
2019-08-08 09:00:00+02,17.4,0.5,245.8
2019-08-08 10:00:00+02,18.2,1.0,257.4
2019-08-08 11:00:00+02,20.1,2.1,371.8
2019-08-08 12:00:00+02,20.1,3.4,760.9
2019-08-08 13:00:00+02,20.3,3.2,746.3
2019-08-08 14:00:00+02,20.4,3.2,713.0
2019-08-08 15:00:00+02,19.9,3.5,657.0
2019-08-08 16:00:00+02,19.2,3.5,554.2
2019-08-08 17:00:00+02,19.1,3.0,441.6
2019-08-08 18:00:00+02,18.9,2.7,310.1
2019-08-08 19:00:00+02,17.8,2.7,146.4
2019-08-08 20:00:00+02,16.6,1.5,25.9
2019-08-08 21:00:00+02,15.8,1.0,1.4
2019-08-08 22:00:00+02,12.5,0.4,0.0
2019-08-08 23:00:00+02,11.5,0.1,0.0
2019-08-09 00:00:00+02,10.7,0.1,0.0
2019-08-09 01:00:00+02,10.4,0.1,0.0
2019-08-09 02:00:00+02,10.1,0.2,0.0
2019-08-09 03:00:00+02,9.3,0.1,0.0
2019-08-09 04:00:00+02,9.1,0.1,0.0
2019-08-09 05:00:00+02,9.3,0.1,7.9
2019-08-09 06:00:00+02,11.5,0.2,50.3
2019-08-09 07:00:00+02,13.1,0.5,119.5
2019-08-09 08:00:00+02,14.5,0.6,168.6
2019-08-09 09:00:00+02,15.8,0.3,227.1
2019-08-09 10:00:00+02,18.0,0.8,478.1
2019-08-09 11:00:00+02,21.7,0.8,666.1
2019-08-09 12:00:00+02,22.6,0.9,719.4
2019-08-09 13:00:00+02,22.4,1.5,631.2
2019-08-09 14:00:00+02,22.2,2.5,707.0
2019-08-09 15:00:00+02,22.2,3.0,637.5
2019-08-09 16:00:00+02,21.5,3.1,533.0
2019-08-09 17:00:00+02,20.1,2.4,285.5
2019-08-09 18:00:00+02,20.5,1.8,279.9
2019-08-09 19:00:00+02,18.9,1.0,133.5
2019-08-09 20:00:00+02,16.6,0.3,31.4
2019-08-09 21:00:00+02,14.4,0.0,0.0
2019-08-09 22:00:00+02,13.6,0.1,0.0
2019-08-09 23:00:00+02,13.3,0.1,0.0
2019-08-10 00:00:00+02,13.7,0.0,0.0
2019-08-10 01:00:00+02,14.3,0.1,0.0
2019-08-10 02:00:00+02,14.7,0.1,0.0
2019-08-10 03:00:00+02,14.9,0.0,0.0
2019-08-10 04:00:00+02,15.2,0.1,0.0
2019-08-10 05:00:00+02,15.0,0.1,0.3
2019-08-10 06:00:00+02,14.7,0.4,6.0
2019-08-10 07:00:00+02,14.5,1.1,28.4
2019-08-10 08:00:00+02,15.2,0.8,54.2
2019-08-10 09:00:00+02,17.0,0.2,147.4
2019-08-10 10:00:00+02,17.3,0.6,255.3
2019-08-10 11:00:00+02,16.1,1.2,143.7
2019-08-10 12:00:00+02,16.6,1.4,93.3
2019-08-10 13:00:00+02,17.1,1.4,127.9
2019-08-10 14:00:00+02,18.4,1.0,146.8
2019-08-10 15:00:00+02,18.7,1.0,199.1
2019-08-10 16:00:00+02,17.4,1.0,109.3
2019-08-10 17:00:00+02,17.3,1.0,47.8
2019-08-10 18:00:00+02,17.8,0.8,159.5
2019-08-10 19:00:00+02,17.2,0.8,62.5
2019-08-10 20:00:00+02,17.0,0.7,13.9
2019-08-10 21:00:00+02,17.3,1.5,1.0
2019-08-10 22:00:00+02,17.3,2.2,0.0
2019-08-10 23:00:00+02,17.1,2.7,0.0
2019-08-11 00:00:00+02,17.0,2.7,0.0
2019-08-11 01:00:00+02,17.2,3.0,0.0
2019-08-11 02:00:00+02,16.7,1.9,0.0
2019-08-11 03:00:00+02,16.3,0.7,0.0
2019-08-11 04:00:00+02,15.7,0.5,0.0
2019-08-11 05:00:00+02,16.4,0.8,3.8
2019-08-11 06:00:00+02,17.5,2.3,55.9
2019-08-11 07:00:00+02,17.0,2.0,26.1
2019-08-11 08:00:00+02,17.2,2.7,83.9
2019-08-11 09:00:00+02,17.8,3.6,144.6
2019-08-11 10:00:00+02,17.5,3.8,197.5
2019-08-11 11:00:00+02,18.7,4.6,219.6
2019-08-11 12:00:00+02,18.4,5.1,271.3
2019-08-11 13:00:00+02,18.6,5.2,153.0
2019-08-11 14:00:00+02,19.5,4.7,336.5
2019-08-11 15:00:00+02,19.8,5.0,248.2
2019-08-11 16:00:00+02,19.5,4.5,259.6
2019-08-11 17:00:00+02,18.7,4.1,162.0
2019-08-11 18:00:00+02,18.6,4.4,107.0
2019-08-11 19:00:00+02,18.0,4.1,95.4
2019-08-11 20:00:00+02,17.4,3.7,19.7
2019-08-11 21:00:00+02,17.1,3.3,0.7
2019-08-11 22:00:00+02,17.2,3.2,0.0
2019-08-11 23:00:00+02,16.9,3.1,0.0
2019-08-12 00:00:00+02,16.9,2.6,0.0
2019-08-12 01:00:00+02,16.7,2.8,0.0
2019-08-12 02:00:00+02,16.8,2.6,0.0
2019-08-12 03:00:00+02,16.7,2.4,0.0
2019-08-12 04:00:00+02,16.7,2.2,0.0
2019-08-12 05:00:00+02,16.4,2.2,1.7
2019-08-12 06:00:00+02,16.5,1.9,26.0
2019-08-12 07:00:00+02,17.1,2.3,41.8
2019-08-12 08:00:00+02,17.5,2.7,81.2
2019-08-12 09:00:00+02,17.5,3.0,140.8
2019-08-12 10:00:00+02,18.0,2.8,205.5
2019-08-12 11:00:00+02,19.2,3.4,403.2
2019-08-12 12:00:00+02,19.7,4.0,554.4
2019-08-12 13:00:00+02,19.6,4.3,572.3
2019-08-12 14:00:00+02,19.3,4.2,499.7
2019-08-12 15:00:00+02,19.5,4.3,554.6
2019-08-12 16:00:00+02,18.7,4.7,487.5
2019-08-12 17:00:00+02,18.2,4.6,265.7
2019-08-12 18:00:00+02,18.3,3.8,224.7
2019-08-12 19:00:00+02,17.7,3.0,78.4
2019-08-12 20:00:00+02,17.3,1.5,18.3
2019-08-12 21:00:00+02,17.0,1.1,0.3
2019-08-12 22:00:00+02,17.1,1.8,0.0
2019-08-12 23:00:00+02,16.5,2.2,0.0
2019-08-13 00:00:00+02,16.0,2.0,0.0
2019-08-13 01:00:00+02,15.2,1.8,0.0
2019-08-13 02:00:00+02,14.5,2.2,0.0
2019-08-13 03:00:00+02,13.7,1.7,0.0
2019-08-13 04:00:00+02,13.6,1.5,0.0
2019-08-13 05:00:00+02,13.0,1.8,3.3
2019-08-13 06:00:00+02,13.5,1.4,31.1
2019-08-13 07:00:00+02,14.5,2.0,56.6
2019-08-13 08:00:00+02,15.4,2.1,183.9
2019-08-13 09:00:00+02,15.9,2.3,268.7
2019-08-13 10:00:00+02,15.9,2.3,308.9
2019-08-13 11:00:00+02,18.6,2.6,599.6
2019-08-13 12:00:00+02,19.0,3.2,696.0
2019-08-13 13:00:00+02,20.1,3.3,685.5
2019-08-13 14:00:00+02,20.2,3.7,682.9
2019-08-13 15:00:00+02,19.4,3.3,408.2
2019-08-13 16:00:00+02,20.2,3.2,450.3
2019-08-13 17:00:00+02,19.2,2.8,264.6
2019-08-13 18:00:00+02,18.4,1.4,98.8
2019-08-13 19:00:00+02,18.1,1.4,86.7
2019-08-13 20:00:00+02,16.2,0.6,23.7
2019-08-13 21:00:00+02,16.4,0.8,0.1
2019-08-13 22:00:00+02,15.8,1.2,0.0
2019-08-13 23:00:00+02,13.8,1.2,0.0
2019-08-14 00:00:00+02,13.2,1.0,0.0
2019-08-14 01:00:00+02,13.0,0.6,0.0
2019-08-14 02:00:00+02,12.3,0.7,0.0
2019-08-14 03:00:00+02,11.6,0.4,0.0
2019-08-14 04:00:00+02,11.0,0.3,0.0
2019-08-14 05:00:00+02,12.4,0.9,2.0
2019-08-14 06:00:00+02,12.2,0.7,12.4
2019-08-14 07:00:00+02,12.4,0.6,49.6
2019-08-14 08:00:00+02,13.7,0.7,137.2
2019-08-14 09:00:00+02,14.2,0.9,180.4
2019-08-14 10:00:00+02,14.9,0.9,248.7
2019-08-14 11:00:00+02,16.5,1.0,473.7
2019-08-14 12:00:00+02,17.7,1.1,578.0
2019-08-14 13:00:00+02,16.8,1.2,487.9
2019-08-14 14:00:00+02,18.2,1.8,699.9
2019-08-14 15:00:00+02,18.6,2.3,633.2
2019-08-14 16:00:00+02,19.0,3.0,532.4
2019-08-14 17:00:00+02,18.1,3.2,374.3
2019-08-14 18:00:00+02,16.8,2.6,93.3
2019-08-14 19:00:00+02,13.8,1.4,31.0
2019-08-14 20:00:00+02,12.4,0.3,20.7
2019-08-14 21:00:00+02,10.2,0.3,0.0
2019-08-14 22:00:00+02,9.8,0.1,0.0
2019-08-14 23:00:00+02,8.9,0.1,0.0
2019-08-15 00:00:00+02,8.2,0.2,0.0
2019-08-15 01:00:00+02,8.3,0.1,0.0
2019-08-15 02:00:00+02,7.6,0.2,0.0
2019-08-15 03:00:00+02,7.0,0.4,0.0
2019-08-15 04:00:00+02,6.7,0.2,0.0
2019-08-15 05:00:00+02,6.9,0.2,2.5
2019-08-15 06:00:00+02,7.1,0.1,26.7
2019-08-15 07:00:00+02,10.3,0.0,48.1
2019-08-15 08:00:00+02,13.7,0.8,145.8
2019-08-15 09:00:00+02,16.0,1.7,431.0
2019-08-15 10:00:00+02,17.4,2.2,553.7
2019-08-15 11:00:00+02,17.9,2.7,691.2
2019-08-15 12:00:00+02,18.2,2.6,728.5
2019-08-15 13:00:00+02,18.3,3.0,675.2
2019-08-15 14:00:00+02,16.4,3.4,346.5
