Time measured,Instantan lufttemperatur i 2m høyde  (TT),Vindhastighet i 2m 60 min middel (FM2),Globalstråling (Q0)
2019-05-07 18:00:00+02,8.4,2.0,251.2
2019-05-07 19:00:00+02,6.3,1.8,99.7
2019-05-07 20:00:00+02,4.7,0.6,19.6
2019-05-07 21:00:00+02,2.6,0.4,0.5
2019-05-07 22:00:00+02,0.2,0.2,0.0
2019-05-07 23:00:00+02,-1.2,0.3,0.0
2019-05-08 00:00:00+02,-1.9,0.2,0.0
2019-05-08 01:00:00+02,-2.5,0.3,0.0
2019-05-08 02:00:00+02,-3.2,0.2,0.0
2019-05-08 03:00:00+02,-3.5,0.3,0.0
2019-05-08 04:00:00+02,-3.6,0.3,0.0
2019-05-08 05:00:00+02,-3.2,0.2,12.4
2019-05-08 06:00:00+02,-1.4,0.1,47.7
2019-05-08 07:00:00+02,2.3,0.1,126.8
2019-05-08 08:00:00+02,5.9,0.4,377.3
2019-05-08 09:00:00+02,7.9,1.3,512.8
2019-05-08 10:00:00+02,8.4,1.9,629.6
2019-05-08 11:00:00+02,8.5,2.7,723.3
2019-05-08 12:00:00+02,8.5,3.8,784.2
2019-05-08 13:00:00+02,9.5,4.1,801.0
2019-05-08 14:00:00+02,8.8,4.3,775.3
2019-05-08 15:00:00+02,8.8,4.4,708.2
2019-05-08 16:00:00+02,8.7,3.7,608.6
2019-05-08 17:00:00+02,8.1,4.2,484.8
2019-05-08 18:00:00+02,8.1,2.9,340.5
2019-05-08 19:00:00+02,6.9,2.1,154.1
2019-05-08 20:00:00+02,6.2,1.3,25.2
2019-05-08 21:00:00+02,2.9,0.2,5.1
2019-05-08 22:00:00+02,2.5,0.1,0.0
2019-05-08 23:00:00+02,4.7,0.8,0.0
2019-05-09 00:00:00+02,4.3,0.9,0.0
2019-05-09 01:00:00+02,4.5,0.9,0.0
2019-05-09 02:00:00+02,4.7,1.2,0.0
2019-05-09 03:00:00+02,5.1,1.1,0.0
2019-05-09 04:00:00+02,5.5,1.2,0.0
2019-05-09 05:00:00+02,5.6,1.5,6.9
2019-05-09 06:00:00+02,5.8,1.5,22.8
2019-05-09 07:00:00+02,6.2,1.3,54.6
2019-05-09 08:00:00+02,6.3,1.6,64.5
2019-05-09 09:00:00+02,6.8,1.5,83.0
2019-05-09 10:00:00+02,7.2,1.3,100.3
2019-05-09 11:00:00+02,7.1,1.3,80.2
2019-05-09 12:00:00+02,7.4,1.5,82.5
2019-05-09 13:00:00+02,7.4,1.9,76.0
2019-05-09 14:00:00+02,7.5,1.8,65.6
2019-05-09 15:00:00+02,7.8,1.6,68.5
2019-05-09 16:00:00+02,8.1,1.2,54.9
2019-05-09 17:00:00+02,8.3,1.0,59.6
2019-05-09 18:00:00+02,8.4,0.9,37.1
2019-05-09 19:00:00+02,8.4,0.7,8.5
2019-05-09 20:00:00+02,8.5,0.7,4.4
2019-05-09 21:00:00+02,8.7,0.6,0.5
2019-05-09 22:00:00+02,8.6,0.5,0.0
2019-05-09 23:00:00+02,8.7,0.6,0.0
2019-05-10 00:00:00+02,8.6,0.6,0.0
2019-05-10 01:00:00+02,8.5,0.6,0.0
2019-05-10 02:00:00+02,8.4,0.8,0.0
2019-05-10 03:00:00+02,8.3,0.8,0.0
2019-05-10 04:00:00+02,8.2,0.8,0.0
2019-05-10 05:00:00+02,8.1,0.7,1.9
2019-05-10 06:00:00+02,8.2,0.8,10.8
2019-05-10 07:00:00+02,8.4,1.0,42.7
2019-05-10 08:00:00+02,9.2,0.8,95.5
2019-05-10 09:00:00+02,9.5,0.8,78.0
2019-05-10 10:00:00+02,10.7,0.9,145.8
2019-05-10 11:00:00+02,10.9,0.9,182.1
2019-05-10 12:00:00+02,11.0,0.9,148.4
2019-05-10 13:00:00+02,10.5,0.6,99.4
2019-05-10 14:00:00+02,10.2,0.8,73.2
2019-05-10 15:00:00+02,10.1,0.7,44.5
2019-05-10 16:00:00+02,10.6,0.9,121.8
2019-05-10 17:00:00+02,9.9,1.0,39.0
2019-05-10 18:00:00+02,9.4,2.5,61.7
2019-05-10 19:00:00+02,9.1,1.5,22.7
2019-05-10 20:00:00+02,9.0,1.3,17.2
2019-05-10 21:00:00+02,8.6,0.6,1.3
2019-05-10 22:00:00+02,8.5,0.5,0.0
2019-05-10 23:00:00+02,7.8,1.1,0.0
2019-05-11 00:00:00+02,7.6,0.7,0.0
2019-05-11 01:00:00+02,7.5,0.6,0.0
2019-05-11 02:00:00+02,7.3,0.5,0.0
2019-05-11 03:00:00+02,7.3,0.4,0.0
2019-05-11 04:00:00+02,7.3,0.4,0.2
2019-05-11 05:00:00+02,7.6,0.3,6.7
2019-05-11 06:00:00+02,7.8,0.3,22.6
2019-05-11 07:00:00+02,8.7,0.9,119.1
2019-05-11 08:00:00+02,9.8,1.1,359.2
2019-05-11 09:00:00+02,11.0,1.3,519.0
2019-05-11 10:00:00+02,11.8,1.3,582.6
2019-05-11 11:00:00+02,13.3,1.7,751.6
2019-05-11 12:00:00+02,13.2,1.6,692.1
2019-05-11 13:00:00+02,13.7,1.8,803.0
2019-05-11 14:00:00+02,12.5,2.0,469.9
2019-05-11 15:00:00+02,13.1,1.5,506.5
2019-05-11 16:00:00+02,9.5,1.2,264.4
2019-05-11 17:00:00+02,11.5,1.2,233.9
2019-05-11 18:00:00+02,11.3,1.2,220.4
2019-05-11 19:00:00+02,9.4,1.4,160.0
2019-05-11 20:00:00+02,8.1,1.3,23.8
2019-05-11 21:00:00+02,7.7,1.3,3.3
2019-05-11 22:00:00+02,7.2,1.4,0.0
2019-05-11 23:00:00+02,6.8,1.2,0.0
2019-05-12 00:00:00+02,6.7,1.4,0.0
2019-05-12 01:00:00+02,6.1,1.5,0.0
2019-05-12 02:00:00+02,5.9,1.1,0.0
2019-05-12 03:00:00+02,5.9,1.4,0.0
2019-05-12 04:00:00+02,5.0,1.5,0.2
2019-05-12 05:00:00+02,5.5,1.4,7.1
2019-05-12 06:00:00+02,5.6,1.2,41.1
2019-05-12 07:00:00+02,6.0,1.2,74.4
2019-05-12 08:00:00+02,7.1,1.5,274.0
2019-05-12 09:00:00+02,8.0,1.7,352.3
2019-05-12 10:00:00+02,9.9,1.8,657.7
2019-05-12 11:00:00+02,10.5,1.8,653.8
2019-05-12 12:00:00+02,11.2,1.9,581.5
2019-05-12 13:00:00+02,12.1,2.5,835.0
2019-05-12 14:00:00+02,12.6,1.9,815.0
2019-05-12 15:00:00+02,13.4,1.7,727.5
2019-05-12 16:00:00+02,13.4,1.7,633.9
2019-05-12 17:00:00+02,13.2,1.5,497.6
2019-05-12 18:00:00+02,12.4,1.3,288.3
2019-05-12 19:00:00+02,11.1,1.3,170.5
2019-05-12 20:00:00+02,10.5,0.9,22.9
2019-05-12 21:00:00+02,7.1,0.4,2.6
2019-05-12 22:00:00+02,3.8,0.0,0.0
2019-05-12 23:00:00+02,3.5,0.2,0.0
2019-05-13 00:00:00+02,3.1,0.3,0.0
2019-05-13 01:00:00+02,5.9,0.5,0.0
2019-05-13 02:00:00+02,1.9,0.4,0.0
2019-05-13 03:00:00+02,1.3,0.3,0.0
2019-05-13 04:00:00+02,0.5,0.2,0.0
2019-05-13 05:00:00+02,-0.1,0.2,14.3
2019-05-13 06:00:00+02,4.1,0.7,61.7
2019-05-13 07:00:00+02,6.8,1.5,214.3
2019-05-13 08:00:00+02,7.9,1.1,313.4
2019-05-13 09:00:00+02,9.7,1.4,494.4
2019-05-13 10:00:00+02,10.8,1.1,646.2
2019-05-13 11:00:00+02,10.9,1.1,714.6
2019-05-13 12:00:00+02,12.1,1.0,691.3
2019-05-13 13:00:00+02,13.0,1.3,835.0
2019-05-13 14:00:00+02,11.7,1.2,493.9
2019-05-13 15:00:00+02,13.8,1.2,708.1
2019-05-13 16:00:00+02,13.9,1.2,625.6
2019-05-13 17:00:00+02,14.4,1.2,506.3
2019-05-13 18:00:00+02,13.7,1.4,356.0
2019-05-13 19:00:00+02,11.6,1.6,121.3
2019-05-13 20:00:00+02,10.5,1.1,38.4
2019-05-13 21:00:00+02,9.4,1.1,6.4
2019-05-13 22:00:00+02,8.3,0.9,0.0
2019-05-13 23:00:00+02,6.0,0.7,0.0
2019-05-14 00:00:00+02,6.0,0.9,0.0
2019-05-14 01:00:00+02,5.4,0.3,0.0
2019-05-14 02:00:00+02,3.1,0.3,0.0
2019-05-14 03:00:00+02,2.3,0.3,0.0
2019-05-14 04:00:00+02,3.4,0.4,1.9
2019-05-14 05:00:00+02,4.1,0.2,15.4
2019-05-14 06:00:00+02,6.0,0.1,74.3
2019-05-14 07:00:00+02,8.7,0.4,156.2
2019-05-14 08:00:00+02,9.4,0.8,189.9
2019-05-14 09:00:00+02,11.2,0.7,385.8
2019-05-14 10:00:00+02,12.3,1.0,601.1
2019-05-14 11:00:00+02,12.9,1.7,722.0
2019-05-14 12:00:00+02,13.4,1.5,759.2
2019-05-14 13:00:00+02,13.0,3.0,725.3
2019-05-14 14:00:00+02,12.1,3.7,775.7
2019-05-14 15:00:00+02,12.3,3.8,726.7
2019-05-14 16:00:00+02,11.5,3.8,538.1
2019-05-14 17:00:00+02,10.8,3.8,506.0
2019-05-14 18:00:00+02,11.2,3.0,347.3
2019-05-14 19:00:00+02,9.6,2.5,189.5
2019-05-14 20:00:00+02,9.0,2.4,32.5
2019-05-14 21:00:00+02,7.7,1.0,5.9
2019-05-14 22:00:00+02,5.6,0.2,0.0
2019-05-14 23:00:00+02,4.8,0.1,0.0
2019-05-15 00:00:00+02,4.0,0.1,0.0
2019-05-15 01:00:00+02,4.1,0.1,0.0
2019-05-15 02:00:00+02,3.0,0.1,0.0
2019-05-15 03:00:00+02,3.1,0.2,0.0
2019-05-15 04:00:00+02,3.4,0.1,0.8
2019-05-15 05:00:00+02,5.1,0.1,27.9
2019-05-15 06:00:00+02,6.8,0.4,117.2
2019-05-15 07:00:00+02,7.6,0.4,125.7
2019-05-15 08:00:00+02,9.1,0.6,213.5
2019-05-15 09:00:00+02,11.3,0.9,451.4
2019-05-15 10:00:00+02,13.4,1.2,634.4
2019-05-15 11:00:00+02,14.4,1.4,714.4
2019-05-15 12:00:00+02,15.2,1.8,739.0
2019-05-15 13:00:00+02,15.6,2.0,799.7
2019-05-15 14:00:00+02,16.5,1.9,740.6
2019-05-15 15:00:00+02,18.0,1.3,636.7
2019-05-15 16:00:00+02,17.8,1.4,571.6
2019-05-15 17:00:00+02,17.2,1.3,198.2
2019-05-15 18:00:00+02,15.6,1.3,207.3
2019-05-15 19:00:00+02,14.4,1.7,118.7
2019-05-15 20:00:00+02,13.4,2.3,29.9
2019-05-15 21:00:00+02,12.9,0.9,4.0
2019-05-15 22:00:00+02,11.8,0.2,0.0
2019-05-15 23:00:00+02,10.4,0.2,0.0
2019-05-16 00:00:00+02,9.2,0.2,0.0
2019-05-16 01:00:00+02,7.4,0.2,0.0
2019-05-16 02:00:00+02,7.4,0.1,0.0
2019-05-16 03:00:00+02,7.7,0.1,0.0
2019-05-16 04:00:00+02,6.9,0.2,0.8
2019-05-16 05:00:00+02,7.5,0.1,38.9
2019-05-16 06:00:00+02,11.3,0.4,104.6
2019-05-16 07:00:00+02,13.7,0.5,240.7
2019-05-16 08:00:00+02,15.8,0.6,393.2
2019-05-16 09:00:00+02,17.7,0.8,521.3
2019-05-16 10:00:00+02,18.9,1.0,634.4
2019-05-16 11:00:00+02,21.6,0.8,741.8
2019-05-16 12:00:00+02,20.9,1.2,805.0
2019-05-16 13:00:00+02,21.2,1.6,849.0
2019-05-16 14:00:00+02,21.9,1.5,735.2
2019-05-16 15:00:00+02,22.0,1.4,688.2
2019-05-16 16:00:00+02,22.4,1.3,602.6
2019-05-16 17:00:00+02,22.0,1.2,455.8
2019-05-16 18:00:00+02,21.4,1.4,301.5
2019-05-16 19:00:00+02,20.4,1.0,174.5
2019-05-16 20:00:00+02,17.4,0.6,33.1
2019-05-16 21:00:00+02,13.7,0.0,4.8
2019-05-16 22:00:00+02,11.4,0.1,0.0
2019-05-16 23:00:00+02,9.7,0.1,0.0
2019-05-17 00:00:00+02,8.5,0.1,0.0
2019-05-17 01:00:00+02,7.6,0.2,0.0
2019-05-17 02:00:00+02,6.7,0.1,0.0
2019-05-17 03:00:00+02,6.2,0.1,0.0
2019-05-17 04:00:00+02,5.2,0.1,0.8
2019-05-17 05:00:00+02,7.5,0.2,28.7
2019-05-17 06:00:00+02,9.8,0.3,67.3
2019-05-17 07:00:00+02,13.6,1.2,268.2
2019-05-17 08:00:00+02,16.2,1.3,433.9
2019-05-17 09:00:00+02,17.0,1.2,505.9
2019-05-17 10:00:00+02,18.6,1.8,628.9
2019-05-17 11:00:00+02,19.3,1.4,585.3
2019-05-17 12:00:00+02,20.0,1.7,661.8
2019-05-17 13:00:00+02,20.0,2.0,811.0
2019-05-17 14:00:00+02,20.7,1.8,699.8
2019-05-17 15:00:00+02,21.7,1.6,647.8
2019-05-17 16:00:00+02,21.3,1.5,553.9
2019-05-17 17:00:00+02,20.3,1.6,297.1
2019-05-17 18:00:00+02,19.7,1.2,153.1
2019-05-17 19:00:00+02,19.1,0.8,70.8
2019-05-17 20:00:00+02,17.5,0.6,34.7
2019-05-17 21:00:00+02,16.6,0.5,3.4
2019-05-17 22:00:00+02,16.2,0.6,0.0
2019-05-17 23:00:00+02,15.8,0.9,0.0
2019-05-18 00:00:00+02,12.9,0.9,0.0
2019-05-18 01:00:00+02,10.7,0.7,0.0
2019-05-18 02:00:00+02,10.6,0.6,0.0
2019-05-18 03:00:00+02,10.0,1.8,0.0
2019-05-18 04:00:00+02,9.9,1.0,0.2
2019-05-18 05:00:00+02,10.0,1.3,4.8
2019-05-18 06:00:00+02,10.4,1.3,11.6
2019-05-18 07:00:00+02,10.6,1.0,15.3
2019-05-18 08:00:00+02,11.2,0.8,44.0
2019-05-18 09:00:00+02,12.8,1.1,235.4
2019-05-18 10:00:00+02,13.8,1.1,200.7
2019-05-18 11:00:00+02,14.8,1.3,228.9
2019-05-18 12:00:00+02,15.7,2.0,397.7
2019-05-18 13:00:00+02,15.5,2.1,275.6
2019-05-18 14:00:00+02,15.1,1.6,179.0
2019-05-18 15:00:00+02,14.4,1.2,174.3
2019-05-18 16:00:00+02,15.1,0.9,205.7
2019-05-18 17:00:00+02,16.4,0.9,252.1
2019-05-18 18:00:00+02,15.8,0.8,123.6
2019-05-18 19:00:00+02,15.1,0.7,59.7
2019-05-18 20:00:00+02,14.3,0.7,42.6
2019-05-18 21:00:00+02,13.9,0.4,4.5
2019-05-18 22:00:00+02,13.7,0.3,0.0
2019-05-18 23:00:00+02,13.0,0.3,0.0
2019-05-19 00:00:00+02,12.5,0.2,0.0
2019-05-19 01:00:00+02,12.8,0.1,0.0
2019-05-19 02:00:00+02,12.7,0.4,0.0
2019-05-19 03:00:00+02,12.8,0.5,0.0
2019-05-19 04:00:00+02,12.7,0.5,0.0
2019-05-19 05:00:00+02,12.7,0.7,3.5
2019-05-19 06:00:00+02,12.9,1.2,21.8
2019-05-19 07:00:00+02,13.3,0.5,68.6
2019-05-19 08:00:00+02,14.2,0.8,170.2
2019-05-19 09:00:00+02,14.4,0.9,81.4
2019-05-19 10:00:00+02,15.1,0.6,142.7
2019-05-19 11:00:00+02,15.9,0.6,190.2
2019-05-19 12:00:00+02,17.4,1.2,455.1
2019-05-19 13:00:00+02,17.1,1.1,344.4
2019-05-19 14:00:00+02,17.6,0.9,298.3
2019-05-19 15:00:00+02,19.5,1.2,547.9
2019-05-19 16:00:00+02,19.2,1.0,568.7
2019-05-19 17:00:00+02,19.4,1.4,442.1
2019-05-19 18:00:00+02,19.1,1.3,350.1
2019-05-19 19:00:00+02,18.2,1.4,213.5
2019-05-19 20:00:00+02,17.2,1.1,36.0
2019-05-19 21:00:00+02,15.7,0.8,13.7
2019-05-19 22:00:00+02,13.8,0.6,0.0
2019-05-19 23:00:00+02,12.7,0.4,0.0
2019-05-20 00:00:00+02,11.6,0.2,0.0
2019-05-20 01:00:00+02,10.8,0.1,0.0
2019-05-20 02:00:00+02,11.1,0.3,0.0
2019-05-20 03:00:00+02,10.9,0.7,0.0
2019-05-20 04:00:00+02,10.9,0.8,2.5
2019-05-20 05:00:00+02,11.2,1.1,22.7
2019-05-20 06:00:00+02,11.8,1.0,50.6
2019-05-20 07:00:00+02,12.6,0.9,64.7
2019-05-20 08:00:00+02,12.3,1.0,41.2
2019-05-20 09:00:00+02,12.0,1.0,44.1
2019-05-20 10:00:00+02,12.2,1.9,63.8
2019-05-20 11:00:00+02,12.3,1.5,75.8
2019-05-20 12:00:00+02,12.7,1.3,73.8
2019-05-20 13:00:00+02,13.1,1.0,78.7
2019-05-20 14:00:00+02,13.7,0.9,141.6
2019-05-20 15:00:00+02,14.9,1.1,276.8
2019-05-20 16:00:00+02,15.2,0.7,176.0
2019-05-20 17:00:00+02,15.7,0.7,138.5
2019-05-20 18:00:00+02,15.6,0.5,73.3
2019-05-20 19:00:00+02,15.4,0.5,22.0
2019-05-20 20:00:00+02,15.3,0.5,14.6
2019-05-20 21:00:00+02,14.8,0.6,6.7
2019-05-20 22:00:00+02,14.3,0.5,0.0
2019-05-20 23:00:00+02,14.2,0.2,0.0
2019-05-21 00:00:00+02,14.1,0.4,0.0
2019-05-21 01:00:00+02,13.8,0.3,0.0
2019-05-21 02:00:00+02,13.1,0.3,0.0
2019-05-21 03:00:00+02,12.7,0.2,0.0
2019-05-21 04:00:00+02,12.5,0.2,2.6
2019-05-21 05:00:00+02,13.3,0.3,34.5
2019-05-21 06:00:00+02,14.1,0.6,82.7
2019-05-21 07:00:00+02,16.3,0.7,196.5
2019-05-21 08:00:00+02,18.0,0.7,278.7
2019-05-21 09:00:00+02,19.8,0.9,434.5
2019-05-21 10:00:00+02,21.6,1.0,590.5
2019-05-21 11:00:00+02,22.0,1.3,546.5
2019-05-21 12:00:00+02,22.4,1.3,439.1
2019-05-21 13:00:00+02,24.2,1.3,449.0
2019-05-21 14:00:00+02,22.4,1.3,401.0
2019-05-21 15:00:00+02,20.8,0.8,141.3
2019-05-21 16:00:00+02,20.9,0.8,309.0
2019-05-21 17:00:00+02,19.6,0.9,133.9
2019-05-21 18:00:00+02,18.2,1.1,38.7
2019-05-21 19:00:00+02,17.5,1.0,47.4
2019-05-21 20:00:00+02,17.0,0.7,6.8
2019-05-21 21:00:00+02,16.9,0.7,1.9
2019-05-21 22:00:00+02,16.4,0.5,0.0
2019-05-21 23:00:00+02,15.9,0.3,0.0
2019-05-22 00:00:00+02,16.1,0.7,0.0
2019-05-22 01:00:00+02,16.5,0.7,0.0
2019-05-22 02:00:00+02,16.2,0.5,0.0
2019-05-22 03:00:00+02,15.2,0.2,0.0
2019-05-22 04:00:00+02,15.4,0.2,2.6
2019-05-22 05:00:00+02,16.2,0.6,18.0
2019-05-22 06:00:00+02,16.7,0.5,49.9
2019-05-22 07:00:00+02,17.4,0.6,102.1
2019-05-22 08:00:00+02,17.5,0.7,160.6
2019-05-22 09:00:00+02,18.1,0.4,111.7
2019-05-22 10:00:00+02,16.6,0.6,96.6
2019-05-22 11:00:00+02,18.0,0.8,228.5
2019-05-22 12:00:00+02,18.9,2.1,570.7
2019-05-22 13:00:00+02,17.4,3.5,740.6
2019-05-22 14:00:00+02,17.2,3.8,764.9
2019-05-22 15:00:00+02,15.4,3.5,617.3
2019-05-22 16:00:00+02,13.9,3.8,239.7
2019-05-22 17:00:00+02,13.3,3.2,105.7
2019-05-22 18:00:00+02,13.1,3.1,55.1
2019-05-22 19:00:00+02,12.9,1.4,36.5
2019-05-22 20:00:00+02,12.9,1.1,17.1
2019-05-22 21:00:00+02,12.4,1.6,3.9
2019-05-22 22:00:00+02,12.2,1.1,0.0
2019-05-22 23:00:00+02,12.2,0.8,0.0
2019-05-23 00:00:00+02,11.9,1.7,0.0
2019-05-23 01:00:00+02,11.4,2.9,0.0
2019-05-23 02:00:00+02,10.5,3.5,0.0
2019-05-23 03:00:00+02,9.2,2.7,0.0
2019-05-23 04:00:00+02,8.9,2.2,1.6
2019-05-23 05:00:00+02,9.6,2.3,45.9
2019-05-23 06:00:00+02,10.1,2.6,77.4
2019-05-23 07:00:00+02,10.8,3.0,280.4
2019-05-23 08:00:00+02,11.3,2.8,349.2
2019-05-23 09:00:00+02,11.2,2.8,212.0
2019-05-23 10:00:00+02,11.2,3.4,160.5
2019-05-23 11:00:00+02,12.4,4.2,335.2
2019-05-23 12:00:00+02,12.2,4.3,556.4
2019-05-23 13:00:00+02,12.8,4.4,324.4
2019-05-23 14:00:00+02,13.1,5.1,607.0
2019-05-23 15:00:00+02,12.9,4.9,393.1
2019-05-23 16:00:00+02,13.4,4.4,419.4
2019-05-23 17:00:00+02,13.2,4.3,360.2
2019-05-23 18:00:00+02,12.1,4.5,187.7
2019-05-23 19:00:00+02,11.7,4.4,107.1
2019-05-23 20:00:00+02,11.4,3.7,47.0
2019-05-23 21:00:00+02,11.1,3.1,8.2
2019-05-23 22:00:00+02,11.0,3.3,0.0
2019-05-23 23:00:00+02,10.9,2.8,0.0
2019-05-24 00:00:00+02,10.7,1.8,0.0
2019-05-24 01:00:00+02,10.3,1.2,0.0
2019-05-24 02:00:00+02,9.9,1.2,0.0
2019-05-24 03:00:00+02,9.3,1.9,0.0
2019-05-24 04:00:00+02,9.2,0.7,0.5
2019-05-24 05:00:00+02,9.4,1.2,4.8
2019-05-24 06:00:00+02,8.8,1.6,15.2
2019-05-24 07:00:00+02,9.2,0.8,42.0
2019-05-24 08:00:00+02,8.6,1.0,43.1
2019-05-24 09:00:00+02,9.5,0.7,142.9
2019-05-24 10:00:00+02,10.6,0.6,249.7
2019-05-24 11:00:00+02,11.9,1.5,441.6
2019-05-24 12:00:00+02,14.1,1.6,646.3
2019-05-24 13:00:00+02,12.0,1.3,350.4
2019-05-24 14:00:00+02,12.4,1.3,598.0
2019-05-24 15:00:00+02,12.8,1.4,487.0
2019-05-24 16:00:00+02,13.6,1.2,439.7
2019-05-24 17:00:00+02,13.7,1.9,538.4
2019-05-24 18:00:00+02,13.1,1.3,307.8
2019-05-24 19:00:00+02,13.5,1.0,217.7
2019-05-24 20:00:00+02,12.9,1.0,54.3
2019-05-24 21:00:00+02,11.3,0.6,16.4
2019-05-24 22:00:00+02,9.7,0.3,0.0
2019-05-24 23:00:00+02,8.1,0.2,0.0
2019-05-25 00:00:00+02,8.0,0.2,0.0
2019-05-25 01:00:00+02,7.3,0.2,0.0
2019-05-25 02:00:00+02,5.8,0.2,0.0
2019-05-25 03:00:00+02,5.1,0.2,0.0
2019-05-25 04:00:00+02,4.9,0.2,3.7
2019-05-25 05:00:00+02,6.9,0.3,53.5
2019-05-25 06:00:00+02,8.7,0.3,87.9
2019-05-25 07:00:00+02,12.1,0.7,259.4
2019-05-25 08:00:00+02,14.8,0.6,424.7
2019-05-25 09:00:00+02,16.1,0.5,449.6
2019-05-25 10:00:00+02,17.2,0.8,483.2
2019-05-25 11:00:00+02,16.3,1.4,685.1
2019-05-25 12:00:00+02,16.6,1.7,541.2
2019-05-25 13:00:00+02,15.9,1.8,470.4
2019-05-25 14:00:00+02,17.5,2.2,575.2
2019-05-25 15:00:00+02,14.8,3.2,459.6
2019-05-25 16:00:00+02,15.5,3.5,500.6
2019-05-25 17:00:00+02,14.8,2.6,379.6
2019-05-25 18:00:00+02,14.5,2.8,156.8
2019-05-25 19:00:00+02,13.8,1.0,117.8
2019-05-25 20:00:00+02,12.6,0.6,44.8
2019-05-25 21:00:00+02,11.4,0.4,12.1
2019-05-25 22:00:00+02,11.2,0.4,0.0
2019-05-25 23:00:00+02,10.2,0.1,0.0
2019-05-26 00:00:00+02,9.9,0.1,0.0
2019-05-26 01:00:00+02,10.7,0.5,0.0
2019-05-26 02:00:00+02,11.0,1.0,0.0
2019-05-26 03:00:00+02,10.9,1.4,0.0
2019-05-26 04:00:00+02,10.9,1.1,1.5
2019-05-26 05:00:00+02,9.8,1.9,35.0
2019-05-26 06:00:00+02,10.1,2.2,89.0
2019-05-26 07:00:00+02,10.8,2.2,340.8
2019-05-26 08:00:00+02,11.9,2.7,455.0
2019-05-26 09:00:00+02,10.9,2.8,392.9
2019-05-26 10:00:00+02,10.2,2.3,334.5
2019-05-26 11:00:00+02,12.2,2.2,563.9
2019-05-26 12:00:00+02,13.7,2.4,703.1
2019-05-26 13:00:00+02,13.3,2.6,818.0
2019-05-26 14:00:00+02,15.4,2.0,784.7
2019-05-26 15:00:00+02,16.1,1.3,770.8
2019-05-26 16:00:00+02,16.1,1.1,619.8
2019-05-26 17:00:00+02,15.1,1.4,369.0
2019-05-26 18:00:00+02,13.7,3.0,291.7
2019-05-26 19:00:00+02,12.3,2.8,209.4
2019-05-26 20:00:00+02,11.0,1.8,48.3
2019-05-26 21:00:00+02,9.3,0.5,14.3
2019-05-26 22:00:00+02,7.5,0.1,0.0
2019-05-26 23:00:00+02,7.0,0.0,0.0
2019-05-27 00:00:00+02,6.6,0.1,0.0
2019-05-27 01:00:00+02,7.2,0.0,0.0
2019-05-27 02:00:00+02,8.1,0.2,0.0
2019-05-27 03:00:00+02,8.2,0.5,0.0
2019-05-27 04:00:00+02,8.3,0.8,1.7
2019-05-27 05:00:00+02,8.4,0.6,16.4
2019-05-27 06:00:00+02,9.0,0.8,54.2
2019-05-27 07:00:00+02,10.3,0.8,143.7
2019-05-27 08:00:00+02,11.1,0.9,212.3
2019-05-27 09:00:00+02,11.4,2.1,259.8
2019-05-27 10:00:00+02,12.3,2.6,389.2
2019-05-27 11:00:00+02,11.8,3.4,363.9
2019-05-27 12:00:00+02,12.4,3.5,520.2
2019-05-27 13:00:00+02,11.1,2.9,337.2
2019-05-27 14:00:00+02,11.9,2.5,233.5
2019-05-27 15:00:00+02,11.4,1.9,263.7
2019-05-27 16:00:00+02,11.9,1.5,257.7
2019-05-27 17:00:00+02,11.3,1.7,228.9
2019-05-27 18:00:00+02,11.4,1.3,130.0
2019-05-27 19:00:00+02,11.6,2.2,135.0
2019-05-27 20:00:00+02,10.5,2.3,56.7
2019-05-27 21:00:00+02,9.7,1.8,8.3
2019-05-27 22:00:00+02,9.1,0.6,0.0
2019-05-27 23:00:00+02,7.0,0.2,0.0
2019-05-28 00:00:00+02,6.7,0.1,0.0
2019-05-28 01:00:00+02,6.0,0.0,0.0
2019-05-28 02:00:00+02,4.6,0.1,0.0
2019-05-28 03:00:00+02,4.2,0.3,0.0
2019-05-28 04:00:00+02,4.0,0.2,7.0
2019-05-28 05:00:00+02,5.6,0.1,52.1
2019-05-28 06:00:00+02,7.2,0.5,99.1
2019-05-28 07:00:00+02,9.1,0.6,221.3
2019-05-28 08:00:00+02,9.4,0.8,199.2
2019-05-28 09:00:00+02,12.6,0.6,306.4
2019-05-28 10:00:00+02,13.5,0.9,511.5
2019-05-28 11:00:00+02,14.7,1.1,551.4
2019-05-28 12:00:00+02,14.8,1.3,716.2
2019-05-28 13:00:00+02,16.6,1.5,843.0
2019-05-28 14:00:00+02,16.8,2.0,847.0
2019-05-28 15:00:00+02,14.3,3.3,745.8
2019-05-28 16:00:00+02,13.9,3.9,657.5
2019-05-28 17:00:00+02,13.6,4.5,538.6
2019-05-28 18:00:00+02,13.6,4.4,366.2
2019-05-28 19:00:00+02,13.1,2.9,238.2
2019-05-28 20:00:00+02,11.6,0.9,23.3
2019-05-28 21:00:00+02,12.0,1.7,16.8
2019-05-28 22:00:00+02,11.1,2.4,0.0
2019-05-28 23:00:00+02,9.3,1.7,0.0
2019-05-29 00:00:00+02,8.5,1.6,0.0
2019-05-29 01:00:00+02,8.3,2.1,0.0
2019-05-29 02:00:00+02,7.8,2.0,0.0
2019-05-29 03:00:00+02,7.1,2.5,0.0
2019-05-29 04:00:00+02,6.7,1.7,4.1
